created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2020-07-11 04:14:10 -03,7727,"28.05
","1012.57
","82.60
","0.00
","90
",,,,
2020-07-11 04:14:41 -03,7728,"28.04
","1012.61
","82.60
","0.00
","135
",,,,
2020-07-11 04:15:13 -03,7729,"28.04
","1012.62
","82.50
","0.00
","135
",,,,
2020-07-11 04:15:44 -03,7730,"28.02
","1012.65
","82.60
","0.00
","90
",,,,
2020-07-11 04:16:15 -03,7731,"27.87
","1012.62
","82.60
","0.00
","135
",,,,
2020-07-11 04:16:47 -03,7732,"27.91
","1012.64
","82.80
","0.00
","135
",,,,
2020-07-11 04:17:18 -03,7733,"27.90
","1012.64
","83.30
","0.00
","135
",,,,
2020-07-11 04:17:49 -03,7734,"27.87
","1012.62
","83.40
","0.00
","135
",,,,
2020-07-11 04:18:21 -03,7735,"27.91
","1012.65
","83.40
","0.00
","90
",,,,
2020-07-11 04:18:52 -03,7736,"27.93
","1012.66
","83.50
","0.00
","90
",,,,
2020-07-11 04:19:24 -03,7737,"27.94
","1012.67
","83.30
","0.00
","90
",,,,
2020-07-11 04:19:55 -03,7738,"27.96
","1012.67
","83.50
","0.00
","90
",,,,
2020-07-11 04:20:26 -03,7739,"27.97
","1012.70
","83.30
","0.00
","90
",,,,
2020-07-11 04:20:58 -03,7740,"27.98
","1012.70
","83.30
","0.00
","90
",,,,
2020-07-11 04:21:29 -03,7741,"27.98
","1012.67
","83.30
","0.00
","90
",,,,
2020-07-11 04:22:00 -03,7742,"27.99
","1012.69
","83.10
","0.00
","90
",,,,
2020-07-11 04:22:32 -03,7743,"27.99
","1012.69
","83.10
","0.00
","135
",,,,
2020-07-11 04:23:03 -03,7744,"27.98
","1012.68
","83.00
","0.00
","135
",,,,
2020-07-11 04:23:35 -03,7745,"28.01
","1012.68
","83.00
","0.00
","135
",,,,
2020-07-11 04:24:06 -03,7746,"27.98
","1012.72
","83.20
","0.00
","135
",,,,
2020-07-11 04:24:37 -03,7747,"27.97
","1012.72
","82.90
","0.00
","135
",,,,
2020-07-11 04:25:09 -03,7748,"27.97
","1012.72
","82.90
","0.00
","135
",,,,
2020-07-11 04:25:40 -03,7749,"27.99
","1012.71
","83.20
","0.00
","135
",,,,
2020-07-11 04:26:12 -03,7750,"27.99
","1012.67
","83.20
","0.00
","135
",,,,
2020-07-11 04:26:43 -03,7751,"28.00
","1012.68
","83.10
","0.00
","135
",,,,
2020-07-11 04:27:14 -03,7752,"28.01
","1012.73
","83.00
","0.00
","135
",,,,
2020-07-11 04:27:46 -03,7753,"28.00
","1012.71
","83.00
","0.00
","135
",,,,
2020-07-11 04:28:17 -03,7754,"28.00
","1012.69
","82.90
","0.00
","135
",,,,
2020-07-11 04:28:48 -03,7755,"28.00
","1012.70
","82.90
","0.00
","135
",,,,
2020-07-11 04:29:20 -03,7756,"28.01
","1012.73
","83.00
","0.00
","135
",,,,
2020-07-11 04:29:51 -03,7757,"28.01
","1012.73
","82.90
","0.00
","135
",,,,
2020-07-11 04:30:23 -03,7758,"28.01
","1012.74
","82.90
","0.00
","135
",,,,
2020-07-11 04:30:54 -03,7759,"28.01
","1012.73
","82.90
","0.00
","135
",,,,
2020-07-11 04:31:25 -03,7760,"28.01
","1012.75
","83.00
","0.00
","135
",,,,
2020-07-11 04:31:57 -03,7761,"28.01
","1012.77
","82.90
","0.00
","135
",,,,
2020-07-11 04:32:28 -03,7762,"28.01
","1012.75
","82.90
","0.00
","135
",,,,
2020-07-11 04:32:59 -03,7763,"28.01
","1012.75
","82.90
","0.00
","135
",,,,
2020-07-11 04:33:31 -03,7764,"28.01
","1012.74
","82.90
","0.00
","135
",,,,
2020-07-11 04:34:02 -03,7765,"28.00
","1012.79
","83.10
","0.00
","135
",,,,
2020-07-11 04:34:33 -03,7766,"28.00
","1012.81
","83.00
","0.00
","90
",,,,
2020-07-11 04:35:05 -03,7767,"27.98
","1012.79
","82.90
","0.00
","90
",,,,
2020-07-11 04:35:36 -03,7768,"27.98
","1012.75
","82.90
","0.00
","90
",,,,
2020-07-11 04:36:08 -03,7769,"27.98
","1012.75
","83.00
","0.00
","90
",,,,
2020-07-11 04:36:39 -03,7770,"27.98
","1012.74
","83.00
","0.00
","90
",,,,
2020-07-11 04:37:10 -03,7771,"27.98
","1012.78
","83.10
","0.00
","90
",,,,
2020-07-11 04:37:42 -03,7772,"27.98
","1012.78
","83.20
","0.00
","90
",,,,
2020-07-11 04:38:13 -03,7773,"27.98
","1012.80
","83.00
","0.00
","90
",,,,
2020-07-11 04:38:44 -03,7774,"27.98
","1012.80
","83.10
","0.00
","90
",,,,
2020-07-11 04:39:16 -03,7775,"27.98
","1012.82
","82.90
","0.00
","90
",,,,
2020-07-11 04:39:47 -03,7776,"27.97
","1012.80
","82.80
","0.00
","90
",,,,
2020-07-11 04:40:19 -03,7777,"27.97
","1012.78
","82.80
","0.00
","90
",,,,
2020-07-11 04:40:50 -03,7778,"27.97
","1012.83
","82.80
","0.00
","90
",,,,
2020-07-11 04:41:21 -03,7779,"27.96
","1012.81
","82.90
","0.00
","45
",,,,
2020-07-11 04:41:53 -03,7780,"27.94
","1012.79
","82.80
","0.00
","90
",,,,
2020-07-11 04:42:24 -03,7781,"27.90
","1012.86
","82.70
","0.00
","90
",,,,
2020-07-11 04:42:55 -03,7782,"27.93
","1012.83
","82.90
","0.00
","90
",,,,
2020-07-11 04:43:27 -03,7783,"27.93
","1012.90
","82.90
","0.00
","90
",,,,
2020-07-11 04:43:58 -03,7784,"27.94
","1012.84
","83.10
","0.00
","90
",,,,
2020-07-11 04:44:30 -03,7785,"27.92
","1012.87
","82.80
","0.00
","90
",,,,
2020-07-11 04:45:01 -03,7786,"27.92
","1012.90
","82.90
","0.00
","90
",,,,
2020-07-11 04:45:32 -03,7787,"27.92
","1012.90
","83.00
","0.00
","90
",,,,
2020-07-11 04:46:04 -03,7788,"27.91
","1012.87
","83.00
","0.00
","90
",,,,
2020-07-11 04:46:35 -03,7789,"27.93
","1012.90
","82.90
","0.00
","90
",,,,
2020-07-11 04:47:06 -03,7790,"27.93
","1012.91
","82.90
","0.00
","90
",,,,
2020-07-11 04:47:38 -03,7791,"27.93
","1012.90
","82.90
","0.00
","90
",,,,
2020-07-11 04:48:09 -03,7792,"27.94
","1012.92
","82.90
","0.00
","90
",,,,
2020-07-11 04:48:41 -03,7793,"27.93
","1012.94
","82.90
","0.00
","135
",,,,
2020-07-11 04:49:12 -03,7794,"27.88
","1012.97
","82.80
","0.00
","135
",,,,
2020-07-11 04:49:43 -03,7795,"27.89
","1012.97
","82.50
","0.00
","90
",,,,
2020-07-11 04:50:15 -03,7796,"27.87
","1012.96
","82.80
","0.00
","90
",,,,
2020-07-11 04:50:46 -03,7797,"27.86
","1013.00
","82.70
","0.00
","90
",,,,
2020-07-11 04:51:17 -03,7798,"27.86
","1012.95
","82.90
","0.00
","90
",,,,
2020-07-11 04:51:49 -03,7799,"27.88
","1012.99
","82.80
","0.00
","90
",,,,
2020-07-11 04:52:20 -03,7800,"27.89
","1012.99
","82.90
","0.00
","90
",,,,
2020-07-11 04:52:52 -03,7801,"27.91
","1013.02
","83.10
","0.00
","90
",,,,
2020-07-11 04:53:23 -03,7802,"27.91
","1013.02
","83.10
","0.00
","90
",,,,
2020-07-11 04:53:54 -03,7803,"27.92
","1013.03
","83.00
","0.00
","90
",,,,
2020-07-11 04:54:26 -03,7804,"27.92
","1013.00
","83.00
","0.00
","90
",,,,
2020-07-11 04:54:57 -03,7805,"27.91
","1013.00
","82.90
","0.00
","90
",,,,
2020-07-11 04:55:28 -03,7806,"27.91
","1012.99
","82.70
","0.00
","90
",,,,
2020-07-11 04:56:00 -03,7807,"27.83
","1013.03
","82.80
","0.00
","135
",,,,
2020-07-11 04:56:31 -03,7808,"27.84
","1013.06
","82.40
","0.00
","90
",,,,
2020-07-11 04:57:03 -03,7809,"27.86
","1013.02
","82.80
","0.00
","90
",,,,
2020-07-11 04:57:34 -03,7810,"27.88
","1013.02
","82.80
","0.00
","90
",,,,
2020-07-11 04:58:05 -03,7811,"27.89
","1013.00
","82.80
","0.00
","90
",,,,
2020-07-11 04:58:37 -03,7812,"27.87
","1013.00
","82.70
","0.00
","90
",,,,
2020-07-11 04:59:08 -03,7813,"27.88
","1013.02
","82.70
","0.00
","90
",,,,
2020-07-11 04:59:39 -03,7814,"27.89
","1013.00
","82.70
","0.00
","90
",,,,
2020-07-11 05:00:11 -03,7815,"27.91
","1013.06
","82.80
","0.00
","90
",,,,
2020-07-11 05:00:42 -03,7816,"27.90
","1013.03
","82.70
","0.00
","90
",,,,
2020-07-11 05:01:14 -03,7817,"27.89
","1013.03
","82.50
","0.00
","90
",,,,
2020-07-11 05:01:45 -03,7818,"27.89
","1013.06
","82.50
","0.00
","90
",,,,
2020-07-11 05:02:16 -03,7819,"27.89
","1013.04
","82.60
","0.00
","90
",,,,
2020-07-11 05:02:48 -03,7820,"27.89
","1013.04
","82.40
","0.00
","90
",,,,
2020-07-11 05:03:19 -03,7821,"27.90
","1013.05
","82.50
","0.00
","90
",,,,
2020-07-11 05:03:50 -03,7822,"27.90
","1013.00
","82.50
","0.00
","90
",,,,
2020-07-11 05:04:22 -03,7823,"27.89
","1013.05
","82.60
","0.00
","90
",,,,
2020-07-11 05:04:53 -03,7824,"27.90
","1013.02
","82.40
","0.00
","90
",,,,
2020-07-11 05:05:24 -03,7825,"27.89
","1013.03
","82.50
","0.00
","90
",,,,
2020-07-11 05:05:56 -03,7826,"27.90
","1013.01
","82.40
","0.00
","90
",,,,
2020-07-11 05:06:27 -03,7827,"27.90
","1012.97
","82.40
","0.00
","90
",,,,
2020-07-11 05:06:59 -03,7828,"27.91
","1013.01
","82.60
","0.00
","135
",,,,
2020-07-11 05:07:30 -03,7829,"27.91
","1013.02
","82.40
","0.00
","135
",,,,
2020-07-11 05:08:01 -03,7830,"27.91
","1013.03
","82.50
","0.00
","135
",,,,
2020-07-11 05:08:33 -03,7831,"27.91
","1013.08
","82.50
","0.00
","135
",,,,
2020-07-11 05:09:04 -03,7832,"27.91
","1013.02
","82.40
","0.00
","90
",,,,
2020-07-11 05:09:36 -03,7833,"27.91
","1013.03
","82.50
","0.00
","90
",,,,
2020-07-11 05:10:07 -03,7834,"27.91
","1013.05
","82.40
","0.00
","90
",,,,
2020-07-11 05:10:38 -03,7835,"27.92
","1013.04
","82.50
","0.00
","90
",,,,
2020-07-11 05:11:10 -03,7836,"27.92
","1013.07
","82.60
","0.00
","90
",,,,
2020-07-11 05:11:41 -03,7837,"27.92
","1013.06
","82.60
","0.00
","90
",,,,
2020-07-11 05:12:12 -03,7838,"27.91
","1013.07
","82.60
","0.00
","90
",,,,
2020-07-11 05:12:44 -03,7839,"27.92
","1013.05
","82.60
","0.00
","90
",,,,
2020-07-11 05:13:15 -03,7840,"27.91
","1013.06
","82.60
","0.00
","90
",,,,
2020-07-11 05:13:47 -03,7841,"27.92
","1013.08
","82.60
","0.00
","90
",,,,
2020-07-11 05:14:18 -03,7842,"27.92
","1013.09
","82.70
","0.00
","90
",,,,
2020-07-11 05:14:49 -03,7843,"27.91
","1013.07
","82.70
","0.00
","90
",,,,
2020-07-11 05:15:21 -03,7844,"27.90
","1013.09
","82.70
","0.00
","90
",,,,
2020-07-11 05:15:52 -03,7845,"27.90
","1013.09
","83.00
","0.00
","90
",,,,
2020-07-11 05:16:23 -03,7846,"27.90
","1013.08
","83.10
","0.00
","90
",,,,
2020-07-11 05:16:55 -03,7847,"27.90
","1013.10
","83.20
","0.00
","90
",,,,
2020-07-11 05:17:26 -03,7848,"27.89
","1013.11
","83.40
","0.00
","90
",,,,
2020-07-11 05:17:58 -03,7849,"27.89
","1013.13
","83.50
","0.00
","90
",,,,
2020-07-11 05:18:29 -03,7850,"27.88
","1013.10
","83.60
","0.00
","90
",,,,
2020-07-11 05:19:00 -03,7851,"27.88
","1013.16
","83.70
","0.00
","90
",,,,
2020-07-11 05:19:32 -03,7852,"27.88
","1013.11
","83.70
","0.00
","90
",,,,
2020-07-11 05:20:03 -03,7853,"27.87
","1013.12
","83.70
","0.00
","90
",,,,
2020-07-11 05:20:34 -03,7854,"27.87
","1013.12
","83.80
","0.00
","90
",,,,
2020-07-11 05:21:06 -03,7855,"27.86
","1013.10
","83.70
","0.00
","90
",,,,
2020-07-11 05:21:37 -03,7856,"27.86
","1013.08
","83.90
","0.00
","90
",,,,
2020-07-11 05:22:09 -03,7857,"27.86
","1013.13
","84.20
","0.00
","90
",,,,
2020-07-11 05:22:40 -03,7858,"27.85
","1013.14
","84.10
","0.00
","90
",,,,
2020-07-11 05:23:11 -03,7859,"27.85
","1013.16
","84.10
","0.00
","90
",,,,
2020-07-11 05:23:43 -03,7860,"27.84
","1013.11
","84.30
","0.00
","90
",,,,
2020-07-11 05:24:14 -03,7861,"27.83
","1013.10
","84.20
","0.00
","90
",,,,
2020-07-11 05:24:45 -03,7862,"27.83
","1013.12
","84.20
","0.00
","90
",,,,
2020-07-11 05:25:17 -03,7863,"27.83
","1013.09
","84.20
","0.00
","90
",,,,
2020-07-11 05:25:48 -03,7864,"27.83
","1013.14
","84.30
","0.00
","90
",,,,
2020-07-11 05:26:20 -03,7865,"27.83
","1013.10
","84.40
","0.00
","90
",,,,
2020-07-11 05:26:51 -03,7866,"27.83
","1013.08
","84.40
","0.00
","90
",,,,
2020-07-11 05:27:22 -03,7867,"27.82
","1013.10
","84.40
","0.00
","90
",,,,
2020-07-11 05:27:54 -03,7868,"27.82
","1013.13
","84.30
","0.00
","90
",,,,
2020-07-11 05:28:25 -03,7869,"27.82
","1013.13
","84.40
","0.00
","90
",,,,
2020-07-11 05:28:56 -03,7870,"27.81
","1013.08
","84.30
","0.00
","90
",,,,
2020-07-11 05:29:28 -03,7871,"27.80
","1013.11
","84.40
","0.00
","90
",,,,
2020-07-11 05:29:59 -03,7872,"27.79
","1013.09
","84.50
","0.00
","90
",,,,
2020-07-11 05:30:31 -03,7873,"27.78
","1013.13
","84.70
","0.00
","90
",,,,
2020-07-11 05:31:02 -03,7874,"27.78
","1013.09
","84.70
","0.00
","90
",,,,
2020-07-11 05:31:33 -03,7875,"27.78
","1013.12
","84.60
","0.00
","90
",,,,
2020-07-11 05:32:05 -03,7876,"27.77
","1013.10
","84.50
","0.00
","90
",,,,
2020-07-11 05:32:36 -03,7877,"27.77
","1013.10
","84.40
","0.00
","90
",,,,
2020-07-11 05:33:07 -03,7878,"27.77
","1013.11
","84.50
","0.00
","90
",,,,
2020-07-11 05:33:39 -03,7879,"27.77
","1013.13
","84.40
","0.00
","90
",,,,
2020-07-11 05:34:10 -03,7880,"27.77
","1013.18
","84.50
","0.00
","90
",,,,
2020-07-11 05:34:41 -03,7881,"27.77
","1013.15
","84.50
","0.00
","90
",,,,
2020-07-11 05:35:13 -03,7882,"27.77
","1013.12
","84.50
","0.00
","90
",,,,
2020-07-11 05:35:44 -03,7883,"27.76
","1013.15
","84.50
","0.00
","90
",,,,
2020-07-11 05:36:16 -03,7884,"27.75
","1013.15
","84.40
","0.00
","90
",,,,
2020-07-11 05:36:47 -03,7885,"27.76
","1013.16
","84.50
","0.00
","90
",,,,
2020-07-11 05:37:18 -03,7886,"27.75
","1013.18
","84.60
","0.00
","90
",,,,
2020-07-11 05:37:50 -03,7887,"27.75
","1013.19
","84.60
","0.00
","90
",,,,
2020-07-11 05:38:21 -03,7888,"27.75
","1013.20
","84.50
","0.00
","90
",,,,
2020-07-11 05:38:52 -03,7889,"27.75
","1013.18
","84.60
","0.00
","90
",,,,
2020-07-11 05:39:24 -03,7890,"27.75
","1013.19
","84.50
","0.00
","90
",,,,
2020-07-11 05:39:55 -03,7891,"27.74
","1013.20
","84.50
","0.00
","90
",,,,
2020-07-11 05:40:27 -03,7892,"27.74
","1013.17
","84.40
","0.00
","90
",,,,
2020-07-11 05:40:58 -03,7893,"27.74
","1013.22
","84.40
","0.00
","90
",,,,
2020-07-11 05:41:29 -03,7894,"27.74
","1013.18
","84.40
","0.00
","90
",,,,
2020-07-11 05:42:01 -03,7895,"27.73
","1013.29
","84.50
","0.00
","90
",,,,
2020-07-11 05:42:32 -03,7896,"27.73
","1013.22
","84.50
","0.00
","90
",,,,
2020-07-11 05:43:03 -03,7897,"27.71
","1013.31
","84.60
","0.00
","90
",,,,
2020-07-11 05:43:35 -03,7898,"27.71
","1013.25
","84.60
","0.00
","90
",,,,
2020-07-11 05:44:06 -03,7899,"27.71
","1013.29
","84.60
","0.00
","90
",,,,
2020-07-11 05:44:38 -03,7900,"27.71
","1013.32
","84.60
","0.00
","90
",,,,
2020-07-11 05:45:09 -03,7901,"27.70
","1013.28
","84.70
","0.00
","90
",,,,
2020-07-11 05:45:40 -03,7902,"27.70
","1013.34
","84.70
","0.00
","90
",,,,
2020-07-11 05:46:12 -03,7903,"27.71
","1013.33
","84.60
","0.00
","90
",,,,
2020-07-11 05:46:43 -03,7904,"27.70
","1013.33
","84.60
","0.00
","90
",,,,
2020-07-11 05:47:14 -03,7905,"27.70
","1013.36
","84.50
","0.00
","90
",,,,
2020-07-11 05:47:46 -03,7906,"27.70
","1013.36
","84.70
","0.00
","90
",,,,
2020-07-11 05:48:17 -03,7907,"27.69
","1013.39
","84.60
","0.00
","90
",,,,
2020-07-11 05:48:49 -03,7908,"27.70
","1013.38
","84.60
","0.00
","90
",,,,
2020-07-11 05:49:20 -03,7909,"27.69
","1013.40
","84.50
","0.00
","90
",,,,
2020-07-11 05:49:51 -03,7910,"27.69
","1013.39
","84.50
","0.00
","90
",,,,
2020-07-11 05:50:23 -03,7911,"27.69
","1013.44
","84.60
","0.00
","90
",,,,
2020-07-11 05:50:54 -03,7912,"27.69
","1013.45
","84.70
","0.00
","90
",,,,
2020-07-11 05:51:25 -03,7913,"27.68
","1013.43
","84.70
","0.00
","90
",,,,
2020-07-11 05:51:57 -03,7914,"27.69
","1013.48
","84.70
","0.00
","90
",,,,
2020-07-11 05:52:28 -03,7915,"27.69
","1013.43
","84.50
","0.00
","90
",,,,
2020-07-11 05:53:00 -03,7916,"27.69
","1013.44
","84.50
","0.00
","90
",,,,
2020-07-11 05:53:31 -03,7917,"27.69
","1013.47
","84.80
","0.00
","90
",,,,
2020-07-11 05:54:02 -03,7918,"27.69
","1013.47
","84.80
","0.00
","90
",,,,
2020-07-11 05:54:34 -03,7919,"27.69
","1013.46
","84.70
","0.00
","90
",,,,
2020-07-11 05:55:05 -03,7920,"27.69
","1013.45
","84.70
","0.00
","90
",,,,
2020-07-11 05:55:36 -03,7921,"27.69
","1013.45
","84.80
","0.00
","90
",,,,
2020-07-11 05:56:08 -03,7922,"27.69
","1013.45
","85.00
","0.00
","90
",,,,
2020-07-11 05:56:39 -03,7923,"27.68
","1013.46
","84.90
","0.00
","90
",,,,
2020-07-11 05:57:10 -03,7924,"27.68
","1013.43
","84.90
","0.00
","90
",,,,
2020-07-11 05:57:42 -03,7925,"27.68
","1013.50
","84.70
","0.00
","90
",,,,
2020-07-11 05:58:13 -03,7926,"27.68
","1013.45
","84.80
","0.00
","90
",,,,
2020-07-11 05:58:45 -03,7927,"27.68
","1013.49
","84.60
","0.00
","90
",,,,
2020-07-11 05:59:16 -03,7928,"27.68
","1013.49
","84.50
","0.00
","90
",,,,
2020-07-11 05:59:47 -03,7929,"27.68
","1013.49
","84.60
","0.00
","90
",,,,
2020-07-11 06:00:19 -03,7930,"27.68
","1013.48
","84.50
","0.00
","90
",,,,
2020-07-11 06:00:50 -03,7931,"27.69
","1013.44
","84.50
","0.00
","90
",,,,
2020-07-11 06:01:21 -03,7932,"27.69
","1013.49
","84.40
","0.00
","90
",,,,
2020-07-11 06:01:53 -03,7933,"27.69
","1013.44
","84.50
","0.00
","90
",,,,
2020-07-11 06:02:24 -03,7934,"27.70
","1013.41
","84.50
","0.00
","90
",,,,
2020-07-11 06:02:56 -03,7935,"27.70
","1013.42
","84.60
","0.00
","90
",,,,
2020-07-11 06:03:27 -03,7936,"27.70
","1013.40
","84.40
","0.00
","90
",,,,
2020-07-11 06:03:58 -03,7937,"27.70
","1013.40
","84.60
","0.00
","90
",,,,
2020-07-11 06:04:30 -03,7938,"27.71
","1013.44
","84.50
","0.00
","90
",,,,
2020-07-11 06:05:01 -03,7939,"27.71
","1013.47
","84.70
","0.00
","90
",,,,
2020-07-11 06:05:32 -03,7940,"27.71
","1013.44
","84.50
","0.00
","90
",,,,
2020-07-11 06:06:04 -03,7941,"27.71
","1013.46
","84.70
","0.00
","90
",,,,
2020-07-11 06:06:35 -03,7942,"27.71
","1013.45
","84.60
","0.00
","90
",,,,
2020-07-11 06:07:06 -03,7943,"27.72
","1013.45
","84.50
","0.00
","90
",,,,
2020-07-11 06:07:38 -03,7944,"27.72
","1013.45
","84.50
","0.00
","90
",,,,
2020-07-11 06:08:09 -03,7945,"27.72
","1013.44
","84.70
","0.00
","90
",,,,
2020-07-11 06:08:41 -03,7946,"27.73
","1013.44
","84.60
","0.00
","90
",,,,
2020-07-11 06:09:12 -03,7947,"27.73
","1013.51
","84.70
","0.00
","90
",,,,
2020-07-11 06:09:43 -03,7948,"27.73
","1013.44
","84.60
","0.00
","90
",,,,
2020-07-11 06:10:15 -03,7949,"27.74
","1013.48
","84.50
","0.00
","90
",,,,
2020-07-11 06:10:46 -03,7950,"27.73
","1013.50
","84.70
","0.00
","90
",,,,
2020-07-11 06:11:17 -03,7951,"27.73
","1013.47
","84.70
","0.00
","90
",,,,
2020-07-11 06:11:49 -03,7952,"27.74
","1013.48
","84.70
","0.00
","90
",,,,
2020-07-11 06:12:20 -03,7953,"27.73
","1013.52
","84.70
","0.00
","90
",,,,
2020-07-11 06:12:52 -03,7954,"27.74
","1013.53
","84.70
","0.00
","90
",,,,
2020-07-11 06:13:23 -03,7955,"27.74
","1013.47
","84.70
","0.00
","90
",,,,
2020-07-11 06:13:54 -03,7956,"27.74
","1013.51
","84.70
","0.00
","90
",,,,
2020-07-11 06:14:26 -03,7957,"27.74
","1013.50
","84.70
","0.00
","90
",,,,
2020-07-11 06:14:57 -03,7958,"27.75
","1013.55
","84.80
","0.00
","90
",,,,
2020-07-11 06:15:28 -03,7959,"27.75
","1013.54
","84.70
","0.00
","90
",,,,
2020-07-11 06:16:00 -03,7960,"27.75
","1013.53
","84.90
","0.00
","90
",,,,
2020-07-11 06:16:31 -03,7961,"27.76
","1013.55
","84.70
","0.00
","90
",,,,
2020-07-11 06:17:03 -03,7962,"27.76
","1013.56
","84.60
","0.00
","90
",,,,
2020-07-11 06:17:34 -03,7963,"27.76
","1013.53
","84.60
","0.00
","90
",,,,
2020-07-11 06:18:05 -03,7964,"27.76
","1013.53
","84.80
","0.00
","90
",,,,
2020-07-11 06:18:37 -03,7965,"27.76
","1013.58
","84.60
","0.00
","90
",,,,
2020-07-11 06:19:08 -03,7966,"27.76
","1013.57
","84.70
","0.00
","90
",,,,
2020-07-11 06:19:39 -03,7967,"27.77
","1013.59
","84.40
","0.00
","90
",,,,
2020-07-11 06:20:11 -03,7968,"27.77
","1013.58
","84.40
","0.00
","90
",,,,
2020-07-11 06:20:42 -03,7969,"27.77
","1013.53
","84.40
","0.00
","90
",,,,
2020-07-11 06:21:14 -03,7970,"27.77
","1013.57
","84.30
","0.00
","90
",,,,
2020-07-11 06:21:45 -03,7971,"27.78
","1013.55
","84.40
","0.00
","90
",,,,
2020-07-11 06:22:16 -03,7972,"27.78
","1013.55
","84.40
","0.00
","90
",,,,
2020-07-11 06:22:48 -03,7973,"27.78
","1013.58
","84.40
","0.00
","90
",,,,
2020-07-11 06:23:19 -03,7974,"27.78
","1013.57
","84.40
","0.00
","90
",,,,
2020-07-11 06:23:50 -03,7975,"27.79
","1013.56
","84.40
","0.00
","90
",,,,
2020-07-11 06:24:22 -03,7976,"27.79
","1013.58
","84.30
","0.00
","90
",,,,
2020-07-11 06:24:53 -03,7977,"27.79
","1013.57
","84.30
","0.00
","90
",,,,
2020-07-11 06:25:25 -03,7978,"27.79
","1013.58
","84.20
","0.00
","90
",,,,
2020-07-11 06:25:56 -03,7979,"27.78
","1013.58
","84.30
","0.00
","90
",,,,
2020-07-11 06:26:27 -03,7980,"27.78
","1013.61
","84.40
","0.00
","90
",,,,
2020-07-11 06:26:59 -03,7981,"27.78
","1013.58
","84.30
","0.00
","90
",,,,
2020-07-11 06:27:30 -03,7982,"27.80
","1013.63
","84.30
","0.00
","90
",,,,
2020-07-11 06:28:01 -03,7983,"27.79
","1013.62
","84.30
","0.00
","90
",,,,
2020-07-11 06:28:33 -03,7984,"27.80
","1013.63
","84.20
","0.00
","90
",,,,
2020-07-11 06:29:04 -03,7985,"27.80
","1013.60
","84.10
","0.00
","90
",,,,
2020-07-11 06:29:36 -03,7986,"27.80
","1013.68
","84.10
","0.00
","90
",,,,
2020-07-11 06:30:30 -03,7987,"27.79
","1013.64
","84.20
","0.00
","180
",,,,
2020-07-11 06:31:01 -03,7988,"27.78
","1013.59
","83.70
","0.00
","180
",,,,
2020-07-11 06:31:33 -03,7989,"27.78
","1013.62
","83.60
","0.00
","180
",,,,
2020-07-11 06:32:04 -03,7990,"27.77
","1013.61
","83.40
","0.00
","180
",,,,
2020-07-11 06:32:36 -03,7991,"27.78
","1013.63
","83.70
","0.00
","180
",,,,
2020-07-11 06:33:07 -03,7992,"27.79
","1013.65
","83.70
","0.00
","180
",,,,
2020-07-11 06:33:38 -03,7993,"27.76
","1013.64
","83.70
","0.00
","180
",,,,
2020-07-11 06:34:10 -03,7994,"27.77
","1013.60
","83.50
","0.00
","180
",,,,
2020-07-11 06:34:42 -03,7995,"27.78
","1013.66
","83.60
","0.00
","135
",,,,
2020-07-11 06:35:13 -03,7996,"27.77
","1013.68
","83.60
","0.00
","135
",,,,
2020-07-11 06:35:44 -03,7997,"27.77
","1013.67
","83.60
","0.00
","135
",,,,
2020-07-11 06:36:16 -03,7998,"27.76
","1013.68
","83.60
","0.00
","135
",,,,
2020-07-11 06:36:47 -03,7999,"27.77
","1013.69
","83.40
","0.00
","135
",,,,
2020-07-11 06:37:19 -03,8000,"27.78
","1013.67
","83.40
","0.00
","135
",,,,
2020-07-11 06:37:50 -03,8001,"27.78
","1013.67
","83.50
","0.00
","135
",,,,
2020-07-11 06:38:21 -03,8002,"27.79
","1013.69
","83.40
","0.00
","135
",,,,
2020-07-11 06:38:53 -03,8003,"27.79
","1013.70
","83.40
","0.00
","135
",,,,
2020-07-11 06:39:24 -03,8004,"27.77
","1013.68
","83.40
","0.00
","135
",,,,
2020-07-11 06:39:55 -03,8005,"27.77
","1013.73
","83.30
","0.00
","135
",,,,
2020-07-11 06:40:27 -03,8006,"27.77
","1013.68
","83.40
","0.00
","90
",,,,
2020-07-11 06:40:58 -03,8007,"27.77
","1013.69
","83.40
","0.00
","90
",,,,
2020-07-11 06:41:30 -03,8008,"27.78
","1013.69
","83.30
","0.00
","90
",,,,
2020-07-11 06:42:01 -03,8009,"27.78
","1013.72
","83.30
","0.00
","90
",,,,
2020-07-11 06:42:32 -03,8010,"27.78
","1013.75
","83.30
","0.00
","135
",,,,
2020-07-11 06:43:04 -03,8011,"27.78
","1013.75
","83.30
","0.00
","135
",,,,
2020-07-11 06:43:35 -03,8012,"27.79
","1013.74
","83.40
","0.00
","180
",,,,
2020-07-11 06:44:06 -03,8013,"27.79
","1013.72
","83.40
","0.00
","180
",,,,
2020-07-11 06:44:38 -03,8014,"27.80
","1013.77
","83.40
","0.00
","90
",,,,
2020-07-11 06:45:09 -03,8015,"27.80
","1013.73
","83.10
","0.00
","135
",,,,
2020-07-11 06:45:41 -03,8016,"27.80
","1013.75
","83.10
","0.00
","135
",,,,
